content_a,content_q,major,minor,recommend,view_count,content
"◇ 신·재생에너지 시설자금 지원☞ 신·재생에너지 발전사업자는 풍력발전설비, 태양열설비, 지열설비, 바이오설비 등 신·재생에너지 설비를 설치하는 데 필요한 자금(시설용량 5,000kW를 초과하는 수력설비 제외)을 지원받을 수 있습니다.법원 밖에서의 해결☞ 지원신청 방법: 시설자금 지원 신청은 <신·재생에너지센터 홈페이지>에서 온라인으로(접수 시 공인인증서 필요)하며, 신청 시 다음의 서류를 제출하여야 합니다.더보기",이번에 저희 발전소에 새로운 풍력발전설비를 설치하려합니다. 설치자금이 일부 부족해서 정부지원 자금을 신청하려는데 신청방법과 지원규모가 어떻게 되나요?,신ㆍ재생에너지사업자,신ㆍ재생에너지 시설자금 지원,80,626,"이번에 저희 발전소에 새로운 풍력발전설비를 설치하려합니다. 설치자금이 일부 부족해서 정부지원 자금을 신청하려는데 신청방법과 지원규모가 어떻게 되나요? / ◇ 신·재생에너지 시설자금 지원☞ 신·재생에너지 발전사업자는 풍력발전설비, 태양열설비, 지열설비, 바이오설비 등 신·재생에너지 설비를 설치하는 데 필요한 자금(시설용량 5,000kW를 초과하는 수력설비 제외)을 지원받을 수 있습니다.법원 밖에서의 해결☞ 지원신청 방법: 시설자금 지원 신청은 <신·재생에너지센터 홈페이지>에서 온라인으로(접수 시 공인인증서 필요)하며, 신청 시 다음의 서류를 제출하여야 합니다.더보기"
"신·재생에너지 발전사업자는 원칙적으로 생산한 전력을 전력시장에서 거래하여야 합니다. 다만, 1,000KW 이하의 발전설비용량을 이용하여 생산한 전력을 거래하는 경우에는 전력시장을 통하지 않고 전기판매사업자와 거래할 수 있습니다.◇ 신·재생에너지 발전전력 거래방법☞ 전력시장을 통한 거래: 신·재생에너지 발전사업자는 원칙적으로 생산한 전력을 전력시장에서 거래하여야 합니다.※ 전력시장을 통한 전력거래 절차와 그 밖에 필요한 사항은 「전력시장 및 전력계통의 운영에 관한 규칙」(한국전력거래소 공고, 2016. 10. 31. 발령, 2016. 11. 1. 시행) 에서 확인하실 수 있습니다.더보기",저희회사가가 생산한 풍력 발전전력을 판매하고 싶은데 발전전력 거래는 어떤 방법으로 하면 되나요?,신ㆍ재생에너지사업자,신ㆍ재생에너지 발전전력 거래방법,67,259,"저희회사가가 생산한 풍력 발전전력을 판매하고 싶은데 발전전력 거래는 어떤 방법으로 하면 되나요? / 신·재생에너지 발전사업자는 원칙적으로 생산한 전력을 전력시장에서 거래하여야 합니다. 다만, 1,000KW 이하의 발전설비용량을 이용하여 생산한 전력을 거래하는 경우에는 전력시장을 통하지 않고 전기판매사업자와 거래할 수 있습니다.◇ 신·재생에너지 발전전력 거래방법☞ 전력시장을 통한 거래: 신·재생에너지 발전사업자는 원칙적으로 생산한 전력을 전력시장에서 거래하여야 합니다.※ 전력시장을 통한 전력거래 절차와 그 밖에 필요한 사항은 「전력시장 및 전력계통의 운영에 관한 규칙」(한국전력거래소 공고, 2016. 10. 31. 발령, 2016. 11. 1. 시행) 에서 확인하실 수 있습니다.더보기"
"◇ 신·재생에너지 발전사업의 허가☞ 허가기관 및 제출서류· 발전설비용량이 3,000KW를 초과하는 신·재생에너지 발전사업의 허가를 신청하려는 사람은 다음의 서류를 산업통상자원부에 제출해야 합니다.√ 전기사업허가신청서(전자문서로 된 신청서 포함)더보기","3,000KW 이상 태양광 발전사업을 하려는데, 허가가 필요하다고 들었습니다. 발전사업 허가를 받으려면 어떻게 하면 되나요?",신ㆍ재생에너지사업자,신ㆍ재생에너지 발전사업의 허가,60,366,"3,000KW 이상 태양광 발전사업을 하려는데, 허가가 필요하다고 들었습니다. 발전사업 허가를 받으려면 어떻게 하면 되나요? / ◇ 신·재생에너지 발전사업의 허가☞ 허가기관 및 제출서류· 발전설비용량이 3,000KW를 초과하는 신·재생에너지 발전사업의 허가를 신청하려는 사람은 다음의 서류를 산업통상자원부에 제출해야 합니다.√ 전기사업허가신청서(전자문서로 된 신청서 포함)더보기"
"석유정제업자는 수송용 연료에 신·재생에너지 연료를 일정 비율 혼합하여 공급하여야 하며, 연도별 혼합의무비율을 충족시키지 못한 경우 그 부족분에 대해 과징금 부과처분을 받을 수 있습니다.◇ 신·재생에너지 연료 혼합의무☞ 의무의 내용· 석유정제업자는 연도별로 다음의 계산식에 따라 산정하는 양 이상의 신·재생에너지 연료를 수송용 연료에 혼합하여야 합니다.더보기","석유정제업을 하려고 준비 중입니다. 신ㆍ재생에너지 연료혼합의무화제도라는 것이 있다던데, 어떤 내용인가요?",신ㆍ재생에너지사업자,신ㆍ재생에너지 연료 혼합의무,61,228,"석유정제업을 하려고 준비 중입니다. 신ㆍ재생에너지 연료혼합의무화제도라는 것이 있다던데, 어떤 내용인가요? / 석유정제업자는 수송용 연료에 신·재생에너지 연료를 일정 비율 혼합하여 공급하여야 하며, 연도별 혼합의무비율을 충족시키지 못한 경우 그 부족분에 대해 과징금 부과처분을 받을 수 있습니다.◇ 신·재생에너지 연료 혼합의무☞ 의무의 내용· 석유정제업자는 연도별로 다음의 계산식에 따라 산정하는 양 이상의 신·재생에너지 연료를 수송용 연료에 혼합하여야 합니다.더보기"
◇ 신·재생에너지 설비관련사업자에 대한 생산자금 지원절차☞ 신·재생에너지사업자는 신·재생에너지 설비기술의 사업화에 드는 생산자금을 다음의 순서 및 절차에 따라 국가로부터 지원받을 수 있습니다.테이블 단락더보기,"저희 회사가 보유한 풍력발전 터빈 생산라인 기술의 사업화를 위해 자금을 지원받고 싶은데, 절차가 어떻게 되나요?",신ㆍ재생에너지사업자,신ㆍ재생에너지 설비관련사업자에 대한 생산자금 지원절차,61,261,"저희 회사가 보유한 풍력발전 터빈 생산라인 기술의 사업화를 위해 자금을 지원받고 싶은데, 절차가 어떻게 되나요? / ◇ 신·재생에너지 설비관련사업자에 대한 생산자금 지원절차☞ 신·재생에너지사업자는 신·재생에너지 설비기술의 사업화에 드는 생산자금을 다음의 순서 및 절차에 따라 국가로부터 지원받을 수 있습니다.테이블 단락더보기"
"신·재생에너지 보급사업에 참여하려면 참여기업으로 선정되어야 하며, 참여절차는 일반적으로 ① 참여기업 모집 공고 → ② 신청 접수 → ③ 평가 및 적격심사 → ④ 참여기업 선정의 순서로 이루어집니다.◇ 신·재생에너지 보급사업 참여절차☞ 참여기업 모집 공고: 매년 <한국에너지공단 신·재생에너지센터 홈페이지>에 모집공고가 게재됩니다.☞ 신청 접수: <한국에너지공단·신재생에너지센터 홈페이지-전자민원>에서 신청하면 됩니다.더보기","저희는 주택용 지열설비 제조 및 설치 전문업체입니다. 올해 시행되는 신ㆍ재생에너지 주택지원 사업에 참여하고 싶은데, 어떻게 하면 되나요?",신ㆍ재생에너지사업자,신ㆍ재생에너지 보급사업 신청자격 및 참여절차,64,261,"저희는 주택용 지열설비 제조 및 설치 전문업체입니다. 올해 시행되는 신ㆍ재생에너지 주택지원 사업에 참여하고 싶은데, 어떻게 하면 되나요? / 신·재생에너지 보급사업에 참여하려면 참여기업으로 선정되어야 하며, 참여절차는 일반적으로 ① 참여기업 모집 공고 → ② 신청 접수 → ③ 평가 및 적격심사 → ④ 참여기업 선정의 순서로 이루어집니다.◇ 신·재생에너지 보급사업 참여절차☞ 참여기업 모집 공고: 매년 <한국에너지공단 신·재생에너지센터 홈페이지>에 모집공고가 게재됩니다.☞ 신청 접수: <한국에너지공단·신재생에너지센터 홈페이지-전자민원>에서 신청하면 됩니다.더보기"
"◇ 신·재생에너지 설비 KS인증 혜택☞ KS인증은 우리나라의 대표적인 산업표준 인증으로서 신·재생에너지 설비 KS인증을 받으면 다음과 같은 정책적 지원을 받을 수 있습니다.· 인증제품 우선 구매: 국가, 지방자치단체, 공공기관 및 공공단체가 물품을 구매하거나 용역을 조달할 경우 KS 인증제품 및 서비스를 구매하도록 의무화하여, 별도의 품질확인 절차를 생략하고 KS 인증제품을 우선적으로 구매하도록 지원함더보기",신ㆍ재생에너지 설비 KS인증을 받으면 어떤 혜택이 있나요?,신ㆍ재생에너지사업자,신ㆍ재생에너지 설비 KS인증 혜택,63,275,"신ㆍ재생에너지 설비 KS인증을 받으면 어떤 혜택이 있나요? / ◇ 신·재생에너지 설비 KS인증 혜택☞ KS인증은 우리나라의 대표적인 산업표준 인증으로서 신·재생에너지 설비 KS인증을 받으면 다음과 같은 정책적 지원을 받을 수 있습니다.· 인증제품 우선 구매: 국가, 지방자치단체, 공공기관 및 공공단체가 물품을 구매하거나 용역을 조달할 경우 KS 인증제품 및 서비스를 구매하도록 의무화하여, 별도의 품질확인 절차를 생략하고 KS 인증제품을 우선적으로 구매하도록 지원함더보기"
신·재생에너지 설비 KS인증절차는 ① 인증신청 → ② 공장심사 → ③ 성능검사(제품시험) → ④ 인증서 발급 승인 → ⑤ 인증서 발급 신청 및 보험(공제) 가입 → ⑥ 인증계약 체결 및 인증서 발급의 순서로 이루어집니다.◇ 신·재생에너지 설비 KS인증절차☞ 인증신청: 제품의 인증을 신청하는 자는 제품인증신청서와 인증기관이 정한 서류를 제출하여야 합니다.☞ 공장심사: 인증신청자는 인증기관으로부터 공장의 기술적 생산조건이 한국산업표준(KS) 및 해당 KS의 인증심사기준에 적합한지 여부를 심사하는 공장심사를 받아야 합니다.더보기,태양광에너지 설비를 제조업체입니다. 이번에 저희가 제조하는 태양광발전 모듈에 대해 KS인증을 받으려는데 인증절차가 어떻게 되나요?,신ㆍ재생에너지사업자,신ㆍ재생에너지 설비 KS인증절차,64,282,태양광에너지 설비를 제조업체입니다. 이번에 저희가 제조하는 태양광발전 모듈에 대해 KS인증을 받으려는데 인증절차가 어떻게 되나요? / 신·재생에너지 설비 KS인증절차는 ① 인증신청 → ② 공장심사 → ③ 성능검사(제품시험) → ④ 인증서 발급 승인 → ⑤ 인증서 발급 신청 및 보험(공제) 가입 → ⑥ 인증계약 체결 및 인증서 발급의 순서로 이루어집니다.◇ 신·재생에너지 설비 KS인증절차☞ 인증신청: 제품의 인증을 신청하는 자는 제품인증신청서와 인증기관이 정한 서류를 제출하여야 합니다.☞ 공장심사: 인증신청자는 인증기관으로부터 공장의 기술적 생산조건이 한국산업표준(KS) 및 해당 KS의 인증심사기준에 적합한지 여부를 심사하는 공장심사를 받아야 합니다.더보기
"정부에서 지원하는 신·재생에너지 기술개발 사업에의 참여는 일반적으로 ① 사업신청 및 수행기관 선정 → ② 협약 체결 → ③ 사업수행 → ④ 사업평가 → ⑤ 사업의 사후관리 및 성과활용의 절차로 이루어집니다.◇ 정부지원 신·재생에너지 기술개발사업에 참여절차☞ 사업신청 및 수행기관 선정· 산업통상자원부장관(이하 ""장관""이라 함)은 매년 신·재생에너지 기술개발사업의 종합 시행계획을 수립하여 공고하며, 공고된 신·재생에너지 기술개발사업을 수행하려는 자는 정해진 서식에 따라 사업계획서 등을 작성하여 장관 또는 전담기관이나 장관이 별도로 지정하는 기관에 신청하여야 합니다.더보기",정부에서 지원하는 신ㆍ재생에너지 기술개발사업에 참여하고 싶은데 전반적인 절차가 궁금합니다.,신ㆍ재생에너지사업자,정부지원 신ㆍ재생에너지 기술개발사업에 참여절차,66,229,"정부에서 지원하는 신ㆍ재생에너지 기술개발사업에 참여하고 싶은데 전반적인 절차가 궁금합니다. / 정부에서 지원하는 신·재생에너지 기술개발 사업에의 참여는 일반적으로 ① 사업신청 및 수행기관 선정 → ② 협약 체결 → ③ 사업수행 → ④ 사업평가 → ⑤ 사업의 사후관리 및 성과활용의 절차로 이루어집니다.◇ 정부지원 신·재생에너지 기술개발사업에 참여절차☞ 사업신청 및 수행기관 선정· 산업통상자원부장관(이하 ""장관""이라 함)은 매년 신·재생에너지 기술개발사업의 종합 시행계획을 수립하여 공고하며, 공고된 신·재생에너지 기술개발사업을 수행하려는 자는 정해진 서식에 따라 사업계획서 등을 작성하여 장관 또는 전담기관이나 장관이 별도로 지정하는 기관에 신청하여야 합니다.더보기"
"신·재생에너지사업자는 신·재생에너지사업 관련 기자재 수입 시 관세를 경감받을 수 있고, 에너지절약시설 투자에 대한 세액공제혜택을 받을 수 있습니다.◇ 신·재생에너지사업자에 대한 관세경감 및 세액공제혜택☞ 관세경감: 2017년 12월 31일까지 중소기업이 수입하는 신·재생에너지의 생산용기자재, 이용기자재 또는 전력계통 연계조건을 개선하기 위한 기자재(그 기자재 제조용 기계 및 기구 포함) 중 국내제작이 곤란한 것에 대해서는 관세를 경감받을 수 있습니다.더보기","수소 및 연료전지분야 기술개발회사를 운영하고 있는데, 저 같은 신ㆍ재생에너지사업자에 대한 세제혜택이 있나요?",신ㆍ재생에너지사업자,신ㆍ재생에너지사업자에 대한 세제혜택,55,233,"수소 및 연료전지분야 기술개발회사를 운영하고 있는데, 저 같은 신ㆍ재생에너지사업자에 대한 세제혜택이 있나요? / 신·재생에너지사업자는 신·재생에너지사업 관련 기자재 수입 시 관세를 경감받을 수 있고, 에너지절약시설 투자에 대한 세액공제혜택을 받을 수 있습니다.◇ 신·재생에너지사업자에 대한 관세경감 및 세액공제혜택☞ 관세경감: 2017년 12월 31일까지 중소기업이 수입하는 신·재생에너지의 생산용기자재, 이용기자재 또는 전력계통 연계조건을 개선하기 위한 기자재(그 기자재 제조용 기계 및 기구 포함) 중 국내제작이 곤란한 것에 대해서는 관세를 경감받을 수 있습니다.더보기"
신용카드회원이 신용카드를 도난 당하거나 분실한 경우에는 즉시 신용카드사에 전화 또는 서면 등으로 신고해야 합니다. 회원이 사고 신고를 한 경우 그 사고 신고 접수일로부터 60일 전 이후에 사용된 금액에 대해서는 회원에게 과실이 있는 경우를 제외하고는 신용카드사로부터 보상을 받을 수 있습니다. 그러나 회원이 도난·분실 사실을 인지하고 정당한 사유 없이 신고를 지연하여 부정사용의 피해가 확대될 경우는 보상에서 제외될 수 있습니다.◇ 신용카드등 도난·분실 신고더보기,"지갑을 분실로 인하여 신용카드를 모두 분실하였습니다. 그런데 얼마후 분실된 신용카드로 결제가 되었다는 문자가 왔는데요, 분실 신용카드로 결제된 금액도 제가 책임져야 하는건가요?",신용카드이용자,신용카드 도난ㆍ분실,2155,6845,"지갑을 분실로 인하여 신용카드를 모두 분실하였습니다. 그런데 얼마후 분실된 신용카드로 결제가 되었다는 문자가 왔는데요, 분실 신용카드로 결제된 금액도 제가 책임져야 하는건가요? / 신용카드회원이 신용카드를 도난 당하거나 분실한 경우에는 즉시 신용카드사에 전화 또는 서면 등으로 신고해야 합니다. 회원이 사고 신고를 한 경우 그 사고 신고 접수일로부터 60일 전 이후에 사용된 금액에 대해서는 회원에게 과실이 있는 경우를 제외하고는 신용카드사로부터 보상을 받을 수 있습니다. 그러나 회원이 도난·분실 사실을 인지하고 정당한 사유 없이 신고를 지연하여 부정사용의 피해가 확대될 경우는 보상에서 제외될 수 있습니다.◇ 신용카드등 도난·분실 신고더보기"
"「도로교통법」을 위반하여 과태료를 납부해야 하는 자는 과태료 납부금액이 200만원 이하인 경우 과태료 납부대행기관을 통해 신용카드, 직불카드 등으로 납부할 수 있습니다.구체적인 방법으로는 집이나 사무실에서 인터넷을 활용하여 금융결제원의 납부 시스템인 카드로택스(www.cardrotax.or.kr)에 접속 한 후 신용카드로 납부가 가능하며 공인인증서가 없거나 인터넷 이용이 어려울 경우에는 가까운 경찰서, 지구대를 방문하여 신용카드로 편리하게 과태료를 납부할 수도 있습니다.더보기","교통법규 위반으로 과태료를 납부해야 하는데, 시간이 없어서 납부를 못하고 있습니다. 인터넷을 이용하여 신용카드로 납부하는 것이 가능한가요?",신용카드이용자,과태료 신용카드 납부,2383,8004,"교통법규 위반으로 과태료를 납부해야 하는데, 시간이 없어서 납부를 못하고 있습니다. 인터넷을 이용하여 신용카드로 납부하는 것이 가능한가요? / 「도로교통법」을 위반하여 과태료를 납부해야 하는 자는 과태료 납부금액이 200만원 이하인 경우 과태료 납부대행기관을 통해 신용카드, 직불카드 등으로 납부할 수 있습니다.구체적인 방법으로는 집이나 사무실에서 인터넷을 활용하여 금융결제원의 납부 시스템인 카드로택스(www.cardrotax.or.kr)에 접속 한 후 신용카드로 납부가 가능하며 공인인증서가 없거나 인터넷 이용이 어려울 경우에는 가까운 경찰서, 지구대를 방문하여 신용카드로 편리하게 과태료를 납부할 수도 있습니다.더보기"
"국세의 납세의무자는 금융결제원을 통해 신용카드 및 직불카드 등으로 세금을 납부할 수 있으며, 「지방세기본법」에 따라 신고하거나 지방자치단체가 결정 또는 경정하여 고지한 지방세를 신용카드 및 직불카드 등으로 납부할 수 있습니다. 또한 관세의 납세의무자가 신고하거나 세관장이 부과 또는 경정하여 고지한 경우에도 신용카드 및 직불카드 등으로 세금을 납부할 수 있습니다.국세, 관세, 지방세등의 납부는 금융결제원(http://www.cardrotax.or.kr)의 인터넷 홈페이지에 접속 하여 납부할수 있고, 전국의 세무관서에 설치된 신용카드 단말기로도 납부 가능합니다.더보기","종합소득세 등 세금을 납부해야 하는데, 이를 신용카드로 납부하는 것이 가능한가요? 납부할 수 있다면 어디로 납부하면 되나요?",신용카드이용자,신용카드 세금납부,2063,8944,"종합소득세 등 세금을 납부해야 하는데, 이를 신용카드로 납부하는 것이 가능한가요? 납부할 수 있다면 어디로 납부하면 되나요? / 국세의 납세의무자는 금융결제원을 통해 신용카드 및 직불카드 등으로 세금을 납부할 수 있으며, 「지방세기본법」에 따라 신고하거나 지방자치단체가 결정 또는 경정하여 고지한 지방세를 신용카드 및 직불카드 등으로 납부할 수 있습니다. 또한 관세의 납세의무자가 신고하거나 세관장이 부과 또는 경정하여 고지한 경우에도 신용카드 및 직불카드 등으로 세금을 납부할 수 있습니다.국세, 관세, 지방세등의 납부는 금융결제원(http://www.cardrotax.or.kr)의 인터넷 홈페이지에 접속 하여 납부할수 있고, 전국의 세무관서에 설치된 신용카드 단말기로도 납부 가능합니다.더보기"
"신용카드 회원은 매출일로부터 7일 이내에 가맹점과 신용카드사에 서면으로 할부거래의 철회를 요청할 수 있습니다. 효력이 발생하는 시점은 서면을 발송한 날로부터이며, 철회는 반드시 서면으로 해야 합니다.다만, 자동차나 소프트웨어, 냉장고, 세탁기, 낱개로 밀봉된 음반, 비디오물 및 사용에 의해 그 가치가 현저히 감소될 우려가 있는 것은 철회권이 적용되지 않습니다. 또한 신용카드 거래는 할부가격이 20만원 이하인 할부계약의 경우에는 철회권 행사가 제한됩니다.◇ “할부철회권”이란?더보기","명품가방을 12개월 할부로 구매하였으나, 마음이 바뀌어서 이를 취소하려고 합니다. 할부계약을 취소하려면 어떻게 해야 하나요?",신용카드이용자,신용카드 할부계약 철회,2148,6805,"명품가방을 12개월 할부로 구매하였으나, 마음이 바뀌어서 이를 취소하려고 합니다. 할부계약을 취소하려면 어떻게 해야 하나요? / 신용카드 회원은 매출일로부터 7일 이내에 가맹점과 신용카드사에 서면으로 할부거래의 철회를 요청할 수 있습니다. 효력이 발생하는 시점은 서면을 발송한 날로부터이며, 철회는 반드시 서면으로 해야 합니다.다만, 자동차나 소프트웨어, 냉장고, 세탁기, 낱개로 밀봉된 음반, 비디오물 및 사용에 의해 그 가치가 현저히 감소될 우려가 있는 것은 철회권이 적용되지 않습니다. 또한 신용카드 거래는 할부가격이 20만원 이하인 할부계약의 경우에는 철회권 행사가 제한됩니다.◇ “할부철회권”이란?더보기"
"신용카드가맹점은 신용카드로 거래한다는 이유로 신용카드 결제를 거절하거나 신용카드회원을 불리하게 대우하지 못하며, 가맹점수수료를 신용카드회원이 부담하게 해서는 안됩니다. 이를 위반할 경우에는 1년 이하의 징역 또는 1천만원 이하의 벌금에 처해집니다.◇ 신용카드 결제 거절 금지 등☞ 신용카드가맹점은 신용카드로 거래한다는 이유로 신용카드 결제를 거절하거나 신용카드회원을 불리하게 대우하지 못하며, 신용카드로 거래를 할 때마다 그 신용카드를 본인이 정당하게 사용하고 있는지를 확인해야 합니다.더보기","물건을 구매하기 위해 신용카드 결제를 하려고 했는데, 신용카드로 결제할 경우에는 수수료를 더 내라고 합니다. 이를 거절했더니, 가맹점에서 신용카드 결제를 거부합니다. 어떻게 해야 하나요?",신용카드이용자,신용카드 가맹점의 결제 거부,1861,6425,"물건을 구매하기 위해 신용카드 결제를 하려고 했는데, 신용카드로 결제할 경우에는 수수료를 더 내라고 합니다. 이를 거절했더니, 가맹점에서 신용카드 결제를 거부합니다. 어떻게 해야 하나요? / 신용카드가맹점은 신용카드로 거래한다는 이유로 신용카드 결제를 거절하거나 신용카드회원을 불리하게 대우하지 못하며, 가맹점수수료를 신용카드회원이 부담하게 해서는 안됩니다. 이를 위반할 경우에는 1년 이하의 징역 또는 1천만원 이하의 벌금에 처해집니다.◇ 신용카드 결제 거절 금지 등☞ 신용카드가맹점은 신용카드로 거래한다는 이유로 신용카드 결제를 거절하거나 신용카드회원을 불리하게 대우하지 못하며, 신용카드로 거래를 할 때마다 그 신용카드를 본인이 정당하게 사용하고 있는지를 확인해야 합니다.더보기"
"신용카드 회원이 신용카드 이용대금에 이의가 있는 경우에는 서면으로 신용카드사에 이의를 제기할 수 있습니다. 신용카드사는 이의제기가 있는 경우, 신용카드 이용일시·이용내역 등을 조사하여 그 결과를 회원에게 서면으로 통지하며, 신용카드사는 이에 대한 조치를 마칠 때까지 그 회원으로부터 카드이용대금을 받을 수 없습니다.회원은 신용카드사의 조사결과에 이의가 있는 경우 조사결과를 통지받은 날로부터 7일 이내에 금융감독원에 조정을 요청할 수도 있습니다.더보기","신용카드 이용대금 명세서를 확인해보니, 제가 사용한 것보다 많이 나온것 같은데요, 신용카드 이용대금에 대한 이의신청은 어떻게 하면 되나요?",신용카드이용자,신용카드 이용대금에 대한 이의신청,2202,7467,"신용카드 이용대금 명세서를 확인해보니, 제가 사용한 것보다 많이 나온것 같은데요, 신용카드 이용대금에 대한 이의신청은 어떻게 하면 되나요? / 신용카드 회원이 신용카드 이용대금에 이의가 있는 경우에는 서면으로 신용카드사에 이의를 제기할 수 있습니다. 신용카드사는 이의제기가 있는 경우, 신용카드 이용일시·이용내역 등을 조사하여 그 결과를 회원에게 서면으로 통지하며, 신용카드사는 이에 대한 조치를 마칠 때까지 그 회원으로부터 카드이용대금을 받을 수 없습니다.회원은 신용카드사의 조사결과에 이의가 있는 경우 조사결과를 통지받은 날로부터 7일 이내에 금융감독원에 조정을 요청할 수도 있습니다.더보기"
"「여신전문금융업법」에서는 신용카드 발급시 경제적 이익을 제공하거나 제공할 것을 조건으로 하는 모집을 금지하고 있습니다. 또한 도로나 사도, 공원, 역, 여객자동차터미널, 놀이동산 등 다수인이 통행하는 곳에서 하는 모집행위도 금지하고 있습니다. 이를 위반한 자는 6개월의 범위에서 기간을 정해 신용카드업무 또는 신용카드등 부가통신업무의 전부 또는 일부의 정지를 받게됩니다.◇ 신용카드업자의 신용카드회원모집 시 금지행위☞ 신용카드업자는 다단계판매를 통한 모집, 인터넷을 통한 모집방법으로서 신용카드업자가 공인전자서명을 통하여 본인 여부를 확인하지 않은 신용카드회원 모집, 신용카드 연회비의 100분의 10을 초과하는 경제적 이익을 제공하거나 제공할 것을 조건으로 하는 모집을 통해 신용카드회원을 모집해서는 안됩니다(평균연회비는 1만원으로 함).더보기","지하철역 주변 거리의 작은 부스에서 신용카드를 발급해주고 있는데요, 신용카드를 발급할 경우 현금 10만원을 준다고 하는데, 이런 모집행위는 불법아닌가요?",신용카드이용자,신용카드 모집,1914,6396,"지하철역 주변 거리의 작은 부스에서 신용카드를 발급해주고 있는데요, 신용카드를 발급할 경우 현금 10만원을 준다고 하는데, 이런 모집행위는 불법아닌가요? / 「여신전문금융업법」에서는 신용카드 발급시 경제적 이익을 제공하거나 제공할 것을 조건으로 하는 모집을 금지하고 있습니다. 또한 도로나 사도, 공원, 역, 여객자동차터미널, 놀이동산 등 다수인이 통행하는 곳에서 하는 모집행위도 금지하고 있습니다. 이를 위반한 자는 6개월의 범위에서 기간을 정해 신용카드업무 또는 신용카드등 부가통신업무의 전부 또는 일부의 정지를 받게됩니다.◇ 신용카드업자의 신용카드회원모집 시 금지행위☞ 신용카드업자는 다단계판매를 통한 모집, 인터넷을 통한 모집방법으로서 신용카드업자가 공인전자서명을 통하여 본인 여부를 확인하지 않은 신용카드회원 모집, 신용카드 연회비의 100분의 10을 초과하는 경제적 이익을 제공하거나 제공할 것을 조건으로 하는 모집을 통해 신용카드회원을 모집해서는 안됩니다(평균연회비는 1만원으로 함).더보기"
"신용카드업자는 신용카드 가입계약 체결 시 약관에 정해져 있는 중요한 내용을 고객이 이해할 수 있도록 설명할 의무가 있으며, 후에 변경할 가능성이 있는 약관의 경우에는 미리 변경가능성이 있다는 점을 약관에 유보해 놓아야 합니다. 따라서 약관을 일방적으로 변경한 경우에는 효력이 없으므로, 신용카드회사는 변경 전의 비율로 계산한 항공마일리지를 제공해야 합니다.◇ 약관의 설명의무 등☞ 신용카드업자는 계약을 체결할 때에는 고객에게 약관의 내용을 계약의 종류에 따라 일반적으로 예상되는 방법으로 분명하게 밝히고, 고객이 요구할 경우 그 약관의 사본을 고객에게 내주어 고객이 약관의 내용을 알 수 있게 해야 합니다.더보기","신용카드회사가 가입계약 체결 시 신용카드 사용액에 비례하여 항공마일리지를 제공하기로 하였는데, 그 후에 약관을 변경하여 제공 비율을 불리하게 변경하였습니다. 이런 경우 약관변경의 효력이 있나요?",신용카드이용자,신용카드 약관,1899,6214,"신용카드회사가 가입계약 체결 시 신용카드 사용액에 비례하여 항공마일리지를 제공하기로 하였는데, 그 후에 약관을 변경하여 제공 비율을 불리하게 변경하였습니다. 이런 경우 약관변경의 효력이 있나요? / 신용카드업자는 신용카드 가입계약 체결 시 약관에 정해져 있는 중요한 내용을 고객이 이해할 수 있도록 설명할 의무가 있으며, 후에 변경할 가능성이 있는 약관의 경우에는 미리 변경가능성이 있다는 점을 약관에 유보해 놓아야 합니다. 따라서 약관을 일방적으로 변경한 경우에는 효력이 없으므로, 신용카드회사는 변경 전의 비율로 계산한 항공마일리지를 제공해야 합니다.◇ 약관의 설명의무 등☞ 신용카드업자는 계약을 체결할 때에는 고객에게 약관의 내용을 계약의 종류에 따라 일반적으로 예상되는 방법으로 분명하게 밝히고, 고객이 요구할 경우 그 약관의 사본을 고객에게 내주어 고객이 약관의 내용을 알 수 있게 해야 합니다.더보기"
